initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
BOSCH Auto Svc Solution Inc,Robert Bosch Automotive Service Solutions Inc.,Robert Bosch GmbH,Germany,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33399 - All Other General Purpose Machinery Manufacturing,Not Available
Bosch Rexroth,Bosch Rexroth AG,Robert Bosch GmbH,Germany,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33399 - All Other General Purpose Machinery Manufacturing,Not Available
Boston Market,Boston Market Corporation,"Sun Capital Partners, Inc.",USA,722 - Food Services and Drinking Places,7225 - Restaurants and Other Eating Places,722513 - Limited-Service Restaurants,Not Available
BP America Production Company,BP America Production Company,BP p.l.c.,United Kingdom,211 - Oil and Gas Extraction,2111 - Oil and Gas Extraction,211120 - Crude Petroleum Extraction,Not Available
BP Australia Pty Ltd,BP Australia Pty Ltd,BP p.l.c.,United Kingdom,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
BP EASTERN MEDITERRANEAN LIMITED,BP EASTERN MEDITERRANEAN LIMITED,BP p.l.c.,United Kingdom,211 - Oil and Gas Extraction,2111 - Oil and Gas Extraction,211120 - Crude Petroleum Extraction,Not Available
BP PORTUGAL,"BP Portugal, Lda.",BP p.l.c.,United Kingdom,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
BP RAFFINADERIJ ROTTERDAM B.V.,BP Raffinaderij Rotterdam B.V.,BP p.l.c.,United Kingdom,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
bp Southern Africa (Pty) Ltd,BP Southern Africa (Pty) Ltd,BP p.l.c.,United Kingdom,211 - Oil and Gas Extraction,2111 - Oil and Gas Extraction,211120 - Crude Petroleum Extraction,Not Available
BP TRINIDAD AND TOBAGO LLC,BP TRINIDAD AND TOBAGO LLC,BP p.l.c.,United Kingdom,211 - Oil and Gas Extraction,2111 - Oil and Gas Extraction,211120 - Crude Petroleum Extraction,Not Available
"Bradshaw International, Inc","Bradshaw International, Inc",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Brake Parts,Brake Parts Inc.,"Mat Holdings, Inc.",USA,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33634 - Motor Vehicle Brake System Manufacturing,Not Available
Breakthru Beverage,"Breakthru Beverage Group, LLC","Breakthru Beverage Group, LLC",USA,"424 - Merchant Wholesalers, Nondurable Goods","4248 - Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",42481 - Beer and Ale Merchant Wholesalers,Not Available
Briggs & Stratton,Briggs & Stratton Corporation,KPS Capital Partners,USA,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33391 - Pump and Compressor Manufacturing,Not Available
BrightSpring Health Services,BrightSpring Health Services,KKR & Co. Inc.,USA,621 - Ambulatory Health Care Services,6216 - Home Health Care Services,62161 - Home Health Care Services,Not Available
British American Tobacco (Austria) GmbH,British American Tobacco (Austria) GmbH,British American Tobacco p.l.c.,United Kingdom,312 - Beverage and Tobacco Product Manufacturing,3122 - Tobacco Manufacturing,31222 - Tobacco Product Manufacturing,Not Available
British American Tobacco (Germany) GmbH,British American Tobacco (Germany) GmbH,British American Tobacco plc,United Kingdom,312 - Beverage and Tobacco Product Manufacturing,3122 - Tobacco Manufacturing,31222 - Tobacco Product Manufacturing,Not Available
Broccoli Pizza & Pasta LLC,Broccoli Pizza & Pasta LLC,Broccoli Pizza & Pasta LLC,Not Available,722 - Food Services and Drinking Places,7225 - Restaurants and Other Eating Places,72251 - Restaurants,Not Available
Brodos AG,Brodos AG,Brodos AG,Germany,"423 - Merchant Wholesalers, Durable Goods",4236 - Electrical and Electronic Goods Merchant Wholesalers,"42361 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Not Available
Buffalo Rock,Buffalo Rock Company,Buffalo Rock Company,USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31212 - Bottled Water Manufacturing,Not Available
Bukhatir Group,Bukhatir Group,Bukhatir Group,United Arab Emirates,Not Available,Not Available,Not Available,Not Available
Bundesamt für Verfassungsschutz,Bundesamt für Verfassungsschutz,Not Available,Germany,Not Available,Not Available,Not Available,Not Available
Bundesministerium der Verteidigung,Bundesministerium der Verteidigung,Bundesministerium der Verteidigung,Germany,928 - National Security and International Affairs,9281 - National Security and International Affairs,92811 - National Security and International Affairs,Not Available
BUREAUTIQUE RHENANE,BUREAUTIQUE RHENANE,BUREAUTIQUE RHENANE,Not Available,Not Available,Not Available,Not Available,Not Available
Busan Port Authority B.V,Busan Port Authority B.V,Busan Port Authority B.V,South Korea,488 - Support Activities for Transportation,4883 - Support Activities for Water Transportation,48831 - Port and Harbor Operations,Not Available
Busch Vacuum Solutions,Busch Vacuum Solutions GmbH,Busch Vacuum Solutions GmbH,Germany,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,333912 - Air and Gas Compressor Manufacturing,Not Available
BuySeasons Inc,"BuySeasons, Inc.",Liberty Media Corporation,USA,454 - Nonstore Retailers,4541 - Electronic Shopping and Mail-Order Houses,45411 - Electronic Shopping and Mail-Order Houses,Not Available
CaixaBank,"CaixaBank, S.A.",CriteriaCaixa,Spain,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Calamo Dist. de Prod. de Beleza S/A,Calamo Dist. de Prod. de Beleza S/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Calsonic Kansei,Calsonic Kansei Corporation,"Marelli Holdings Co., Ltd.",Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Camfil,Camfil AB,Camfil AB,Sweden,333 - Machinery Manufacturing,"3334 - Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","33341 - Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Not Available
Campina BV (extinct,Campina B.V.,Royal FrieslandCampina N.V.,Netherlands,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,311511 - Fluid Milk Manufacturing,Not Available
Canon (IRL) Business Equipment Ltd,Canon (IRL) Business Equipment Ltd,Canon Inc.,Japan,"423 - Merchant Wholesalers, Durable Goods",4234 - Professional and Commercial Equipment and Supplies Merchant Wholesalers,42342 - Office Equipment Merchant Wholesalers,Not Available
Canon (Schweiz) AG,Canon (Schweiz) AG,Canon Inc.,Japan,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,33331 - Commercial and Service Industry Machinery Manufacturing,Not Available
Canon CEE GmbH (Austria),Canon CEE GmbH,Canon Inc.,Japan,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Canon Danmark A/S,Canon Danmark A/S,Canon Inc.,Japan,"423 - Merchant Wholesalers, Durable Goods",4234 - Professional and Commercial Equipment and Supplies Merchant Wholesalers,42343 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Not Available
Canon Europa N.V. (Netherlands),Canon Europa N.V.,Canon Inc.,Japan,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,333316 - Photographic and Photocopying Equipment Manufacturing,Not Available
Canon Italy S.p.A.,Canon Italy S.p.A.,Canon Inc.,Japan,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,333316 - Photographic and Photocopying Equipment Manufacturing,Not Available
Canon Nederland N.V.,Canon Nederland N.V.,Canon Inc.,Japan,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Canon Polska Sp. z o.o,Canon Polska Sp. z o.o,Canon Inc.,Japan,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,333316 - Photographic and Photocopying Equipment Manufacturing,Not Available
Canon Slovakia s.r.o.,Canon Slovakia s.r.o.,Canon Inc.,Japan,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,33331 - Commercial and Service Industry Machinery Manufacturing,Not Available
Canon South Africa (Pty Ltd),Canon South Africa (Pty Ltd),Canon Inc.,Japan,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,33331 - Commercial and Service Industry Machinery Manufacturing,Not Available
Canon UK Ltd,Canon Inc.,Canon Inc.,Japan,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,333316 - Photographic and Photocopying Equipment Manufacturing,Not Available
Carmeuse,Carmeuse,Carmeuse,Belgium,327 - Nonmetallic Mineral Product Manufacturing,3273 - Cement and Concrete Product Manufacturing,32731 - Cement Manufacturing,Not Available
Carrefour Italia S.p.A.,Carrefour Italia S.p.A.,Carrefour S.A.,France,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Castlery,Castlery Pte. Ltd.,Castlery Pte. Ltd.,Singapore,442 - Furniture and Home Furnishings Stores,4421 - Furniture Stores,44211 - Furniture Stores,Not Available
CCL,CCL Industries Inc.,CCL Industries Inc.,Canada,322 - Paper Manufacturing,3222 - Converted Paper Product Manufacturing,32229 - Other Converted Paper Product Manufacturing,Not Available
CE.DI. GROS,CE.DI. GROS S.p.A.,CE.DI. GROS S.p.A.,Italy,"424 - Merchant Wholesalers, Nondurable Goods",4244 - Grocery and Related Product Merchant Wholesalers,42441 - General Line Grocery Merchant Wholesalers,Not Available
CEAT Tyres,CEAT Ltd.,RPG Group,India,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32621 - Tire Manufacturing,Not Available
Celsa Group,"Compañía Española de Laminación, S.L.","Compañía Española de Laminación, S.L.",Spain,331 - Primary Metal Manufacturing,3311 - Iron and Steel Mills and Ferroalloy Manufacturing,33111 - Iron and Steel Mills and Ferroalloy Manufacturing,Not Available
Cementos Moctezuma,"Cementos Moctezuma, S.A.B. de C.V.","Elementia, S.A.B. de C.V.",Mexico,327 - Nonmetallic Mineral Product Manufacturing,3273 - Cement and Concrete Product Manufacturing,32731 - Cement Manufacturing,Not Available
"Cemex Operaciones Mexico, S.A. de C.V.","Cemex Operaciones Mexico, S.A. de C.V.","Cemex, S.A.B. de C.V.",Mexico,327 - Nonmetallic Mineral Product Manufacturing,3273 - Cement and Concrete Product Manufacturing,32731 - Cement Manufacturing,Not Available
Central Romana,Central Romana Corporation,Central Romana Corporation,Dominican Republic,111 - Crop Production,1119 - Other Crop Farming,11193 - Sugarcane Farming,Not Available
CERVECERIA CUAUHTEMOC MOCTEZUMA SA DE CV,Cervecería Cuauhtémoc Moctezuma S.A. de C.V.,Heineken N.V.,Netherlands,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31212 - Breweries,Not Available
CEVA Logistics,CEVA Logistics,CMA CGM S.A.,France,488 - Support Activities for Transportation,4885 - Freight Transportation Arrangement,48851 - Freight Transportation Arrangement,Not Available
Champion Laboratories,"Champion Laboratories, Inc.",Fram Group,USA,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
CHARTERHOUSE VOICE & DATA PLC,Charterhouse Voice & Data plc,Not Available,Not Available,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,51731 - Wired Telecommunications Carriers,Not Available
Chesapeake Utilities,Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,USA,221 - Utilities,2212 - Natural Gas Distribution,221210 - Natural Gas Distribution,Not Available
China Telecom (Deutschland) GbmH,China Telecom (Deutschland) GbmH,China Telecommunications Corporation,China,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,51731 - Wired Telecommunications Carriers,Not Available
China Telecom (Europe) Limited,China Telecom (Europe) Limited,China Telecommunications Corporation,China,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,51731 - Wired Telecommunications Carriers,Not Available
China Telecom Global Ltd,China Telecom Global Limited,China Telecommunications Corporation,China,517 - Telecommunications,5171 - Wired Telecommunications Carriers,517110 - Wired Telecommunications Carriers,Not Available
Chiquita,Chiquita Brands International Sàrl,Chiquita Brands International Sàrl,Switzerland,311 - Food Manufacturing,3114 - Fruit and Vegetable Preserving and Specialty Food Manufacturing,"31142 - Fruit and Vegetable Canning, Pickling, and Drying",Not Available
Chiron,Chiron Corporation,Boehringer Ingelheim,Germany,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
CHOW SANG SANG,Chow Sang Sang Holdings International Limited,Chow Sang Sang Holdings International Limited,Hong Kong,448 - Clothing and Clothing Accessories Stores,"4483 - Jewelry, Luggage, and Leather Goods Stores",44831 - Jewelry Stores,Not Available
Christian Dior,Christian Dior SE,LVMH Moët Hennessy Louis Vuitton SE,France,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,44812 - Men's Clothing Stores,Not Available
Chubu Shiryo,"Chubu Shiryo Co., Ltd.","Mitsui & Co., Ltd.",Japan,311 - Food Manufacturing,3111 - Animal Food Manufacturing,31111 - Animal Food Manufacturing,Not Available
Chugai Pharmaceutical,"Chugai Pharmaceutical Co., Ltd.",Hoffmann-La Roche AG,Switzerland,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
CIE Automotive,"CIE Automotive, S.A.","CIE Automotive, S.A.",Spain,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Circet Deutschland GmbH,Circet Deutschland GmbH,Circet,France,237 - Heavy and Civil Engineering Construction,2371 - Utility System Construction,23713 - Power and Communication Line and Related Structures Construction,Not Available
Citizens Financial Group,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc.",USA,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
CJ LOGISTICS CORPORATION,CJ Logistics Corporation,CJ Corporation,South Korea,493 - Warehousing and Storage,4931 - Warehousing and Storage,49311 - General Warehousing and Storage,Not Available
Clarins,Clarins S.A.,Clarins S.A.,France,325 - Chemical Manufacturing,"3256 - Soap, Cleaning Compound, and Toilet Preparation Manufacturing",32562 - Toilet Preparation Manufacturing,Not Available
Clayton,"Clayton Homes, Inc.",Berkshire Hathaway Inc.,USA,321 - Wood Product Manufacturing,3219 - Other Wood Product Manufacturing,32199 - All Other Wood Product Manufacturing,Not Available
Clear Channel Airports_CA94128_8.500%,Clear Channel Airports,"iHeartMedia, Inc.",USA,"541 - Professional, Scientific, and Technical Services","5418 - Advertising, Public Relations, and Related Services",54185 - Outdoor Advertising,Not Available
Clear Channel Airports_TX75209_8.250%,Clear Channel Airports,"iHeartMedia, Inc.",USA,"541 - Professional, Scientific, and Technical Services","5418 - Advertising, Public Relations, and Related Services",54185 - Display Advertising,Not Available
Clipper Logistics,Clipper Logistics plc,"GXO Logistics, Inc.",USA,493 - Warehousing and Storage,4931 - Warehousing and Storage,49319 - Other Warehousing and Storage,Not Available
"Cloud DX, Inc.","Cloud DX, Inc.","Cloud DX, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available
CloudKitchens,City Storage Systems LLC,City Storage Systems LLC,USA,531 - Real Estate,5313 - Activities Related to Real Estate,53139 - Other Activities Related to Real Estate,Not Available
Clover Wireless LLC,Clover Wireless LLC,Not Available,Not Available,443 - Electronics and Appliance Stores,4431 - Electronics and Appliance Stores,"443142 - Electronics Stores, NEC",Not Available
"Coach, Inc.","Coach, Inc.","Tapestry, Inc.",USA,448 - Clothing and Clothing Accessories Stores,4482 - Shoe Stores,44821 - Shoe Stores,Not Available
Coca-Cola Beverages Florida,"Coca-Cola Beverages Florida, LLC",The Coca-Cola Company,USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31211 - Soft Drink and Ice Manufacturing,Not Available
Coca-Cola Bottlers Japan,Coca-Cola Bottlers Japan Inc.,The Coca-Cola Company,USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,312111 - Soft Drink Manufacturing,Not Available
COCA-COLA IECEK ANONIM SIRKETI,COCA-COLA İÇECEK A.Ş.,The Coca-Cola Company,USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31211 - Soft Drink and Ice Manufacturing,Not Available
Coca-Cola UNITED,Coca-Cola Bottling Company United,The Coca-Cola Company,USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31211 - Soft Drink and Ice Manufacturing,Not Available
Coke Canada Bottling,Coke Canada Bottling Limited,Coca-Cola Europacific Partners PLC,United Kingdom,312 - Beverage Manufacturing,3121 - Beverage Manufacturing,31211 - Soft Drink and Ice Manufacturing,Not Available
Comau S.p.A.,Comau S.p.A.,Stellantis N.V.,Netherlands,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33399 - All Other General Purpose Machinery Manufacturing,Not Available
Communications Test Design,"Communications Test Design, Inc.","Communications Test Design, Inc.",USA,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",33451 - Measuring and Controlling Device Manufacturing,Not Available
Compagnie de l'Odet,Compagnie de l'Odet,Bolloré SE,France,551 - Management of Companies and Enterprises,5511 - Management of Companies and Enterprises,55111 - Management of Companies and Enterprises,Not Available
Compass Group,Compass Group plc,Compass Group plc,United Kingdom,721 - Accommodation,7211 - Traveler Accommodation,721110 - Hotels (except Casino Hotels) and Motels,Not Available
Conrad,Conrad Electronic SE,Conrad Electronic SE,Germany,443 - Electronics and Appliance Stores,4431 - Electronics and Appliance Stores,443142 - Electronics Stores,Not Available
Construction Specialties,"Construction Specialties, Inc.","Construction Specialties, Inc.",USA,321 - Wood Product Manufacturing,3219 - Other Wood Product Manufacturing,32191 - Millwork,Not Available
"Consumer Cellular, Inc.","Consumer Cellular, Inc.","GTCR, LLC",USA,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,517312 - Wireless Telecommunications Carriers (except Satellite),Not Available
"Consumer Cellular, Inc. /Ship to/","Consumer Cellular, Inc.","GTCR, LLC",USA,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,517312 - Wireless Telecommunications Carriers (except Satellite),Not Available
Cooper Tire,Cooper Tire & Rubber Company,Goodyear Tire & Rubber Company,USA,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32621 - Tire Manufacturing,Not Available
Cooperative D'Exploitation Et De Repartition Pharmaceutique De Bretagne Nord,Cooperative D'Exploitation Et De Repartition Pharmaceutique De Bretagne Nord,Cooperative D'Exploitation Et De Repartition Pharmaceutique De Bretagne Nord,Not Available,Not Available,Not Available,Not Available,Not Available
Copeland,Copeland Corporation LLC,Emerson Electric Co.,USA,333 - Machinery Manufacturing,"3334 - Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333415 - Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Not Available
Corporación Pipsa,Corporación Pipsa,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"COSCO SHIPPING LINES (THAILAND) CO.,LTD.","COSCO SHIPPING Lines Co., Ltd.",China COSCO Shipping Corporation Limited,China,483 - Water Transportation,"4831 - Deep Sea, Coastal, and Great Lakes Water Transportation",483113 - Coastal and Great Lakes Freight Transportation,Not Available
COSCO SHIPPING LINES COLOMBIA S.A.S,COSCO SHIPPING LINES COLOMBIA S.A.S,China COSCO Shipping Corporation Limited,China,483 - Water Transportation,"4831 - Deep Sea, Coastal, and Great Lakes Water Transportation",483111 - Deep Sea Freight Transportation,Not Available
Costa Coffee,Costa Limited,The Coca-Cola Company,USA,722 - Food Services and Drinking Places,7225 - Restaurants and Other Eating Places,722513 - Limited-Service Restaurants,Not Available
"Cox Automotive, Inc. (Dealertrack, Inc.)","Dealertrack, Inc.","Cox Enterprises, Inc.",USA,511 - Publishing Industries,5112 - Software Publishers,51121 - Software Publishers,Not Available
NIST,National Institute of Standards and Technology (NIST),Department of Commerce,USA,"541 - Professional, Scientific, and Technical Services",5417 - Scientific Research and Development Services,"54171 - Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",Not Available
Nj Transit,New Jersey Transit Corporation,New Jersey Transit Corporation,USA,485 - Transit and Ground Passenger Transportation,4851 - Urban Transit Systems,48511 - Urban Transit Systems,Not Available
NKT A/S,NKT A/S,NKT A/S,Denmark,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3359 - Other Electrical Equipment and Component Manufacturing,33593 - Wiring Device Manufacturing,Not Available
NLM Group,NLM Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Noom, Inc.","Noom, Inc.","Noom, Inc.",USA,621 - Ambulatory Health Care Services,6213 - Offices of Other Health Practitioners,62133 - Offices of Mental Health Practitioners (except Physicians),Not Available
Norddeutsche Landesbank,Norddeutsche Landesbank Girozentrale,Not Available,Not Available,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Norges Gruppen Data AS,Norges Gruppen Data AS,NorgesGruppen ASA,Norway,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,54151 - Computer Systems Design and Related Services,Not Available
Noritz,Noritz Corporation,Noritz Corporation,Japan,333 - Machinery Manufacturing,3334 - HVAC and Commercial Refrigeration Equipment Manufacturing,33341 - Heating Equipment (except Warm Air Furnaces) Manufacturing,Not Available
North American Lighting,"North American Lighting, Inc.","Koito Manufacturing Co., Ltd.",Japan,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3351 - Electric Lighting Equipment Manufacturing,33512 - Lighting Fixture Manufacturing,Not Available
Northeast Pharm,"Northeast Pharmaceutical Group Co., Ltd.",Not Available,Not Available,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Northern Tool + Equipment,Northern Tool + Equipment Co.,Northern Tool + Equipment Co.,USA,444 - Building Material and Garden Equipment and Supplies Dealers,4441 - Building Material and Supplies Dealers,44413 - Hardware Stores,Not Available
Northrop Grumman Information Systems,Northrop Grumman Information Systems,Northrop Grumman Corporation,USA,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
Nova Lifestyle,"Nova LifeStyle, Inc.","Nova LifeStyle, Inc.",USA,337 - Furniture and Related Product Manufacturing,3371 - Household and Institutional Furniture and Kitchen Cabinet Manufacturing,33712 - Household and Institutional Furniture Manufacturing,Not Available
Nova Telecommunications & Media Single,Nova Telecommunications & Media Single Member S.A.,United Group B.V.,Netherlands,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,51731 - Wired Telecommunications Carriers,Not Available
NOVA TELECOMMUNICATIONS SINGLE MEMBER S.,NOVA TELECOMMUNICATIONS & MEDIA SINGLE MEMBER S.A.,United Group B.V.,Netherlands,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,51731 - Wired Telecommunications Carriers,Not Available
Novares,Groupe Novares,Not Available,Not Available,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
NS Groep,NS Groep N.V.,NS Groep N.V.,Netherlands,482 - Rail Transportation,4821 - Rail Transportation,48211 - Rail Transportation,Not Available
NTN Mexico,NTN Bearing Corp. of America,NTN Corporation,Japan,333 - Machinery Manufacturing,"3336 - Engine, Turbine, and Power Transmission Equipment Manufacturing","333612 - Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Not Available
Nueva Pescanova Group,"Nueva Pescanova, S.L.","Nueva Pescanova, S.L.",Spain,311 - Food Manufacturing,3117 - Seafood Product Preparation and Packaging,31171 - Seafood Product Preparation and Packaging,Not Available
Nykredit Group,Nykredit Realkredit A/S,Nykredit Realkredit A/S,Denmark,522 - Credit Intermediation and Related Activities,5222 - Nondepository Credit Intermediation,52231 - Real Estate Credit,Not Available
Nypro Healthcare Baja Inc.,Nypro Healthcare Baja Inc.,Jabil Inc.,USA,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339112 - Surgical and Medical Instrument Manufacturing,Not Available
Ocean Infinity Mairne (Norway) AS,Ocean Infinity Marine (Norway) AS,Ocean Infinity Limited,UK,"541 - Professional, Scientific, and Technical Services","5413 - Architectural, Engineering, and Related Services",54137 - Surveying and Mapping (except Geophysical) Services,Not Available
Octapharma,Octapharma AG,Octapharma AG,Switzerland,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
ODS Transportation,ODS Transportation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OHB SE,OHB SE,OHB SE,Germany,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33429 - Other Communications Equipment Manufacturing,Not Available
Oki,"Oki Electric Industry Co., Ltd.","Oki Electric Industry Co., Ltd.",Japan,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33421 - Telephone Apparatus Manufacturing,Not Available
Olymel,Olymel S.E.C./L.P.,La Coop fédérée,Canada,311 - Food Manufacturing,3116 - Animal Slaughtering and Processing,31161 - Animal Slaughtering and Processing,Not Available
Omega Pharma,Omega Pharma N.V.,Perrigo Company plc,Ireland,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
OMNIA NISASTA SANAYI VE TICARET ANONIM SIRKETI,OMNIA NISASTA SANAYI VE TICARET ANONIM SIRKETI,OMNIA NISASTA SANAYI VE TICARET ANONIM SIRKETI,Turkey,311 - Food Manufacturing,3112 - Grain and Oilseed Milling,31122 - Starch and Vegetable Fats and Oils Manufacturing,Not Available
Omya,Omya AG,Omya AG,Switzerland,212 - Mining (except Oil and Gas),2123 - Nonmetallic Mineral Mining and Quarrying,21231 - Stone Mining and Quarrying,Not Available
Oneview Healthcare Inc,Oneview Healthcare Inc,Oneview Healthcare Inc,Not Available,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,54151 - Computer Systems Design and Related Services,Not Available
Online Metals,Online Metals,ThyssenKrupp AG,Germany,"423 - Merchant Wholesalers, Durable Goods",4235 - Metal and Mineral (except Petroleum) Merchant Wholesalers,42351 - Metal Service Centers and Other Metal Merchant Wholesalers,Not Available
Ono Pharmaceutical,"Ono Pharmaceutical Co., Ltd.","Ono Pharmaceutical Co., Ltd.",Japan,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Ontario Craft Brewers,Ontario Craft Brewers,Ontario Craft Brewers,Canada,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31212 - Breweries,Not Available
ONWARD Medical SA,ONWARD Medical SA,ONWARD Medical SA,Not Available,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334510 - Electromedical and Electrotherapeutic Apparatus Manufacturing,Not Available
