initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
Toni & Guy,Toni & Guy (USA) Limited,Unilever,United Kingdom,812 - Personal and Laundry Services,8121 - Personal Care Services,812112 - Beauty Salons,Not Available
Topcon Positioning Systems,"Topcon Positioning Systems, Inc.",Topcon Corporation,Not Available,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
Topre,Topre Corporation,Topre Corporation,Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Toray International,"Toray International, Inc.","Toray Industries, Inc.",Japan,325 - Chemical Manufacturing,"3252 - Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",32521 - Resin and Synthetic Rubber Manufacturing,Not Available
Towa Pharmaceutical,"Towa Pharmaceutical Co., Ltd.","Towa Pharmaceutical Co., Ltd.",Japan,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Toyota Material Handling North America,Toyota Material Handling North America,Toyota Industries Corporation,Japan,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33392 - Material Handling Equipment Manufacturing,Not Available
TOYOTETSU,"Toyoda Iron Works Co., Ltd.","Toyoda Iron Works Co., Ltd.",Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33636 - Motor Vehicle Metal Stamping,Not Available
Tracifier,Tracifier GmbH,Tracifier GmbH,Germany,"518 - Data Processing, Hosting, and Related Services","5182 - Data Processing, Hosting, and Related Services","518210 - Data Processing, Hosting, and Related Services",Not Available
Tramontina,Tramontina S.A.,Tramontina S.A.,Brazil,332 - Fabricated Metal Product Manufacturing,3322 - Cutlery and Handtool Manufacturing,33221 - Cutlery and Flatware (except Precious) Manufacturing,Not Available
TRANSPORTES MONROY SCHIAVON SA DE CV,TRANSPORTES MONROY SCHIAVON SA DE CV,Not Available,Not Available,484 - Truck Transportation,4841 - General Freight Trucking,"48412 - General Freight Trucking, Long-Distance",Not Available
Transports Metropolitans de Barcelona,"Transports Metropolitans de Barcelona, S.A.","Transports Metropolitans de Barcelona, S.A.",Spain,485 - Transit and Ground Passenger Transportation,4851 - Urban Transit Systems,48511 - Urban and Suburban Transit and Interurban Highway Passenger Transportation,Not Available
Tricon Energy,"Tricon Energy, Inc.","Tricon Energy, Inc.",USA,"424 - Merchant Wholesalers, Nondurable Goods",4247 - Petroleum and Petroleum Products Merchant Wholesalers,42472 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),Not Available
Trident Seafoods,Trident Seafoods Corporation,Trident Seafoods Corporation,USA,311 - Food Manufacturing,3117 - Seafood Product Preparation and Packaging,31171 - Seafood Canning,Not Available
Tropicana Brands Group,"Tropicana Products, Inc.","PepsiCo, Inc.",USA,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31211 - Soft Drink and Ice Manufacturing,Not Available
Tsubakimoto Chain,Tsubakimoto Chain Co.,Tsubakimoto Chain Co.,Japan,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33392 - Material Handling Equipment Manufacturing,Not Available
Tupperware Brands,Tupperware Brands Corporation,Tupperware Brands Corporation,USA,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,326199 - All Other Plastics Product Manufacturing,Not Available
Turck,Hans Turck GmbH & Co. KG,Hans Turck GmbH & Co. KG,Germany,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
Tus Supermarket,"Tus Supermarket, d.d.","Tus Holding, d.o.o.",Slovenia,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Tuscarora,"Tuscarora, Inc.",Sonoco Products Company,USA,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32615 - Urethane and Other Foam Product Manufacturing (except Polystyrene),Not Available
TYROLIT,TYROLIT Schleifmittelwerke Swarovski K.G.,Swarovski Group,Austria,327 - Nonmetallic Mineral Product Manufacturing,3279 - Other Nonmetallic Mineral Product Manufacturing,32791 - Abrasive Product Manufacturing,Not Available
U.S. EMBASSY & CONSULATE IN GREECE,U.S. EMBASSY & CONSULATE IN GREECE,,,Not Available,Not Available,Not Available,Not Available
UD Trucks,UD Trucks Corporation,Isuzu Motors Limited,Japan,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33612 - Heavy Duty Truck Manufacturing,Not Available
Ulusoy Un,Ulusoy Un Sanayi ve Ticaret A.S.,Ulusoy Un Sanayi ve Ticaret A.S.,Turkey,311 - Food Manufacturing,3112 - Grain and Oilseed Milling,31121 - Flour Milling and Malt Manufacturing,Not Available
Unédic,Unédic,Unédic,France,Not Available,Not Available,Not Available,Not Available
Unipres,Unipres Corporation,Unipres Corporation,Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33637 - Metal Stamping,Not Available
Unipres Corporation,Unipres Corporation,Unipres Corporation,Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33637 - Other Motor Vehicle Parts Manufacturing,Not Available
Uni-Select,Uni-Select Inc.,Uni-Select Inc.,Canada,"423 - Merchant Wholesalers, Durable Goods",4231 - Motor Vehicle and Motor Vehicle Parts and Supplies Wholesalers,42312 - Motor Vehicle Supplies and New Parts Merchant Wholesalers,Not Available
United States Postal Service,United States Postal Service,United States Postal Service,USA,491 - Postal Service,4911 - Postal Service,49111 - Postal Service,Not Available
Universal Destinations and ExperiencesCX Customer Spotlight,Universal Destinations & Experiences,Comcast Corporation,USA,561 - Administrative and Support Services,5615 - Travel Arrangement and Reservation Services,56151 - Travel Agencies,Not Available
Universal Entertainment,Universal Entertainment Corporation,Universal Entertainment Corporation,Japan,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,"33993 - Doll, Toy, and Game Manufacturing",Not Available
"Universal Leaf North America, US, Inc.","Universal Leaf North America, US, Inc.",Universal Corporation,USA,312 - Beverage and Tobacco Product Manufacturing,3122 - Tobacco Manufacturing,312230 - Tobacco Manufacturing,Not Available
Universal Music Group,Universal Music Group N.V.,Universal Music Group N.V.,Netherlands,512 - Motion Picture and Sound Recording Industries,5122 - Sound Recording Industries,51222 - Integrated Record Production/Distribution,Not Available
University Hospital Southampton,University Hospital Southampton NHS Foundation Trust,Not Available,Not Available,622 - Hospitals,6221 - General Medical and Surgical Hospitals,62211 - General Medical and Surgical Hospitals,Not Available
US Sugar,U.S. Sugar Corporation,U.S. Sugar Corporation,USA,311 - Food Manufacturing,3113 - Sugar and Confectionery Product Manufacturing,31131 - Sugar Manufacturing,Not Available
USG Boral / USG Middle East (USGME),USG Boral Building Products,Knauf Gips KG,Germany,327 - Nonmetallic Mineral Product Manufacturing,3274 - Lime and Gypsum Product Manufacturing,32742 - Gypsum Product Manufacturing,Not Available
USMC(US Marine Corp.),United States Marine Corps,United States Department of Defense,USA,928 - National Security and International Affairs,9281 - National Security,92811 - National Security,Not Available
UTAH COUNTY GOVERNMENT,Utah County Government,Utah County Government,USA,Not Applicable - Government Entity,Not Applicable - Government Entity,Not Applicable - Government Entity,Not Applicable
Valio,Valio Ltd.,Not Available,Not Available,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,31151 - Dairy Product (except Frozen) Manufacturing,Not Available
Valspar,The Valspar Corporation,The Sherwin-Williams Company,USA,325 - Chemical Manufacturing,"3255 - Paint, Coating, and Adhesive Manufacturing",32551 - Paint and Coating Manufacturing,Not Available
Varian Semiconductor Equipment,Varian Semiconductor Equipment Inc.,"Applied Materials, Inc.",USA,334 - Semiconductor and Other Electronic Component Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334516 - Analytical Laboratory Instrument Manufacturing,Not Available
Varsity Scoreboards,Varsity Scoreboards,Not Available,Not Available,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,33995 - Sign Manufacturing,Not Available
VATAN BILGISAYAR SAN. VE TIC.A.S.,Vatan Bilgisayar Sanayi ve Ticaret Anonim Şirketi,Vatan Bilgisayar Sanayi ve Ticaret Anonim Şirketi,Turkey,443 - Electronics and Appliance Stores,4431 - Electronics and Appliance Stores,443142 - Electronics Stores,Not Available
Vauxhall Motors Ltd.,Vauxhall Motors Limited,Stellantis N.V.,Netherlands,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
VDISPLAY GRNTLEME TEKNOLOJILERI A.S,VDISPLAY GÖRÜNTÜLEME TEKNOLOJILERI A.Ş.,Not Available,Not Available,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Veritiv,Veritiv Corporation,International Paper Company,USA,"424 - Merchant Wholesalers, Nondurable Goods",4241 - Paper and Paper Product Merchant Wholesalers,424110 - Printing and Writing Paper Merchant Wholesalers,Not Available
Vetter,Vetter Pharma International GmbH,Vetter Pharma GmbH,Germany,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
Vibrantz Technologies,"Vibrantz Technologies, Inc.","Vibrantz Technologies, Inc.",Not Available,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32513 - Synthetic Dye and Pigment Manufacturing,Not Available
Victoria University,Victoria University,Victoria University,Not Available,611 - Educational Services,6113 - Colleges and Universities,"61131 - Colleges, Universities, and Professional Schools",Not Available
Vilniaus Paukstynas,Vilniaus Paukstynas,Linas Agro Group,Lithuania,112 - Animal Production and Aquaculture,1123 - Poultry and Egg Production,11232 - Broilers and Other Meat Type Chicken Production,Not Available
Vimetco,Vimetco N.V.,Vimetco N.V.,Netherlands,331 - Primary Metal Manufacturing,3313 - Alumina and Aluminum Production and Processing,33131 - Alumina and Aluminum Production and Processing,Not Available
VINFAST,VinFast Trading and Production LLC,Vingroup Joint Stock Company,Vietnam,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Vinfen,Vinfen Corporation,Vinfen Corporation,Not Available,621 - Ambulatory Health Care Services,6216 - Home Health Care Services,621610 - Home Health Care Services,Not Available
Vinoteca,"Vinoteca, Inc.",Not Available,Not Available,445 - Food and Beverage Stores,"4453 - Beer, Wine, and Liquor Stores","44531 - Beer, Wine, and Liquor Stores",Not Available
Virbac,Virbac S.A.,Virbac S.A.,France,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
Virgin Trains,Virgin Rail Group Ltd.,Virgin Group Ltd.,UK,482 - Rail Transportation,4821 - Rail Transportation,48211 - Railroad Transportation,Not Available
Vistra,Vistra Corp.,Vistra Corp.,USA,221 - Utilities,"2211 - Electric Power Generation, Transmission and Distribution","22112 - Electric Power Transmission, Control, and Distribution",Not Available
Viva Energy,Viva Energy Group Limited,Viva Energy Group Limited,Australia,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
Voalte,"Voalte, Inc.","Hill-Rom Holdings, Inc.",USA,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33421 - Telephone Apparatus Manufacturing,Not Available
Volvo Car Corporation,Volvo Car Corporation,"Zhejiang Geely Holding Group Co., Ltd.",China,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Volvo Penta,Volvo Penta AB,AB Volvo,Sweden,333 - Machinery Manufacturing,"3336 - Engine, Turbine, and Power Transmission Equipment Manufacturing",333618 - Other Engine Equipment Manufacturing,Not Available
Voxx Advanced Solutions Corp.,Voxx Advanced Solutions Corporation,Voxx International Corporation,USA,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33429 - Other Communications Equipment Manufacturing,Not Available
VTB Bank,VTB Bank (Public Joint Stock Company),VTB Bank (Public Joint Stock Company),Russia,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
W.S. Darley & Co.,W.S. Darley & Co.,W.S. Darley & Co.,USA,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33391 - Pump and Compressor Manufacturing,Not Available
Wahl,Wahl Clipper Corporation,Wahl Clipper Corporation,USA,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339114 - Dental Equipment and Supplies Manufacturing,Not Available
Waldo's Dollar Mart,"Waldo's Dólar Mart de México, S. de R.L. de C.V.",Dollarama Inc.,Canada,452 - General Merchandise Stores,4529 - Other General Merchandise Stores,45299 - All Other General Merchandise Stores,Not Available
Wavin,Wavin B.V.,"Orbia Advance Corporation, S.A.B. de C.V.",Mexico,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,"32612 - Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",Not Available
Weener,Weener Plastics Group,Winchester Group Holdings,United Kingdom,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32619 - Other Plastics Product Manufacturing,Not Available
WellCare Today LLC,WellCare Today LLC,WellCare Today LLC,Not Available,621 - Ambulatory Health Care Services,6214 - Outpatient Care Centers,62149 - Other Outpatient Care Centers,Not Available
"Welltok, Inc.","Welltok, Inc.","Virgin Pulse, Inc.",USA,621 - Ambulatory Health Care Services,6214 - Outpatient Care Centers,62149 - Other Outpatient Care Centers,Not Available
WEPA,WEPA Industrieholding SE,WEPA Industrieholding SE,Germany,322 - Paper Manufacturing,3222 - Converted Paper Product Manufacturing,32229 - Other Converted Paper Product Manufacturing,Not Available
West Midlands Trains,West Midlands Trains Ltd,"Abellio, JR East, and Mitsui","Netherlands, Japan",482 - Rail Transportation,4821 - Rail Transportation,48211 - Rail Transportation,Not Available
Westfleisch SCE,Westfleisch SCE mbH,Westfleisch SCE mbH,Germany,311 - Food Manufacturing,3116 - Animal Slaughtering and Processing,31161 - Animal Slaughtering and Processing,Not Available
Westlake,Westlake Corporation,Westlake Chemical Corporation,USA,325 - Chemical Manufacturing,"3252 - Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",325211 - Plastics Material and Resin Manufacturing,Not Available
Weston Foods (Canada,Weston Foods Inc.,George Weston Limited,Canada,311 - Food Manufacturing,3118 - Bakeries and Tortilla Manufacturing,31181 - Bread and Bakery Product Manufacturing,Not Available
WidePoint,WidePoint Corporation,Not Available,Not Available,"518 - Data Processing, Hosting, and Related Services","5182 - Data Processing, Hosting, and Related Services","518210 - Data Processing, Hosting, and Related Services",Not Available
WIKA,WIKA Alexander Wiegand SE & Co. KG,WIKA Alexander Wiegand SE & Co. KG,Germany,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",33451 - Measuring and Controlling Device Manufacturing,Not Available
William Grant & Sons,William Grant & Sons Ltd.,William Grant & Sons Holdings Ltd.,United Kingdom,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31214 - Distilleries,Not Available
WILO SE,WILO SE,WILO SE,Germany,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33391 - Pump and Compressor Manufacturing,Not Available
Wilson Tool,Wilson Tool International,Wilson Tool International,USA,333 - Machinery Manufacturing,3335 - Metalworking Machinery Manufacturing,33351 - Metalworking Machinery Manufacturing,Not Available
WINIA ELECTRONICS,"Winia Electronics Co., Ltd.","Winia Electronics Co., Ltd.",South Korea,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3352 - Household Appliance Manufacturing,33522 - Major Household Appliance Manufacturing,Not Available
Winland Foods,Winland Foods,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Winpak,Winpak Ltd.,Wihuri International Oy,Finland,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,"32611 - Unsupported Plastics Film, Sheet, and Bag Manufacturing",Not Available
Wirthwein,Wirthwein AG,Wirthwein AG,Germany,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32619 - Other Plastics Product Manufacturing,Not Available
WISCHNEWSKI Gase GmbH & Co. KG,WISCHNEWSKI Gase GmbH & Co. KG,WISCHNEWSKI Gase GmbH & Co. KG,Germany,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32512 - Industrial Gas Manufacturing,Not Available
WITTE Automotive,WITTE Automotive GmbH,WITTE Automotive GmbH,Germany,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33636 - Motor Vehicle Seating and Interior Trim Manufacturing,Not Available
WM Morrison Supermarkets Plc,WM Morrison Supermarkets Plc,Not Available,Not Available,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Wolseley Industrial Group,Wolseley Industrial Group,Ferguson plc,United Kingdom,"423 - Merchant Wholesalers, Durable Goods","4238 - Machinery, Equipment, and Supplies Merchant Wholesalers",42384 - Industrial Supplies Merchant Wholesalers,Not Available
Woodbridge,Woodbridge Foam Corporation,Not Available,Not Available,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32615 - Urethane and Other Foam Product (except Polystyrene) Manufacturing,Not Available
Workwear Outfitters,"Workwear Outfitters, LLC","Redwood Capital Investments, LLC",USA,315 - Apparel Manufacturing,3152 - Cut and Sew Apparel Manufacturing,31522 - Men's and Boys' Cut and Sew Apparel Manufacturing,Not Available
Xella Group,Xella International GmbH,Italmobiliare S.p.A.,Italy,327 - Nonmetallic Mineral Product Manufacturing,3273 - Cement and Concrete Product Manufacturing,32731 - Cement Manufacturing,Not Available
Yamazen,"Yamazen Co., Ltd.","Yamazen Co., Ltd.",Japan,"423 - Merchant Wholesalers, Durable Goods","4238 - Machinery, Equipment, and Supplies Merchant Wholesalers",42383 - Industrial Machinery and Equipment Merchant Wholesalers,Not Available
Yanmar,"Yanmar Co., Ltd.","Yanmar Holdings Co., Ltd.",Japan,333 - Machinery Manufacturing,"3336 - Engine, Turbine, and Power Transmission Equipment Manufacturing",333618 - Other Engine Equipment Manufacturing,Not Available
YESCO Electronics LLC,"YESCO Electronics, LLC","YESCO, LLC",USA,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,33331 - Commercial and Service Industry Machinery Manufacturing NEC,Not Available
YKK AP,YKK AP Inc.,YKK Corporation,Japan,332 - Fabricated Metal Product Manufacturing,3323 - Architectural and Structural Metals Manufacturing,33232 - Ornamental and Architectural Metal Products Manufacturing,Not Available
"Yum! Restaurants Consulting Co., Ltd","Yum! Restaurants Consulting Co., Ltd",Not Available,Not Available,722 - Food Services and Drinking Places,7225 - Restaurants and Other Eating Places,72251 - Full-Service Restaurants,Not Available
Yurun Group,Yurun Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Zaklady Azotowe Pulawy,Zakłady Azotowe Puławy S.A.,Grupa Azoty S.A.,Poland,325 - Chemical Manufacturing,"3253 - Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",325311 - Nitrogenous Fertilizer Manufacturing,Not Available
Zalando Logistics Mönchengladbach S,Zalando Logistics Mönchengladbach SE & Co. KG,Zalando SE,Germany,493 - Warehousing and Storage,4931 - Warehousing and Storage,49311 - General Warehousing and Storage,Not Available
Zalando Logistics Süd SE & Co. KG,Zalando Logistics Süd SE & Co. KG,Zalando SE,Germany,493 - Warehousing and Storage,4931 - Warehousing and Storage,49311 - General Warehousing and Storage,Not Available
ZEPPELIN,Zeppelin GmbH,Zeppelin GmbH,Germany,333 - Machinery Manufacturing,"3331 - Agriculture, Construction, and Mining Machinery Manufacturing",33312 - Construction Machinery Manufacturing,Not Available
Zespri,Zespri Group Limited,Zespri Group Limited,New Zealand,111 - Crop Production,1113 - Fruit and Tree Nut Farming,11133 - Noncitrus Fruit and Tree Nut Farming,Not Available
ZF Active Safety US,ZF Friedrichshafen AG,ZF Friedrichshafen AG,Germany,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
ZIRVE GRUP TEKNOLOJI PAZARLAMA ANONIM SIRKETI,ZIRVE GRUP TEKNOLOJI PAZARLAMA ANONIM SIRKETI,ZIRVE GRUP TEKNOLOJI PAZARLAMA ANONIM SIRKETI,Not Available,Not Available,Not Available,Not Available,Not Available
"Zonar Systems, Inc.","Zonar Systems, Inc.",Continental AG,Germany,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33422 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Not Available
ZTAS AMBALAJ SANAYI VE TICARET ANONIM SIRKETI,ZTAS AMBALAJ SANAYI VE TICARET ANONIM SIRKETI,ZTAS AMBALAJ SANAYI VE TICARET ANONIM SIRKETI,Turkey,322 - Paper Manufacturing,3222 - Converted Paper Product Manufacturing,32222 - Paper Bag and Coated and Treated Paper Manufacturing,Not Available
3MD INC. dba DENALI ADVANCED INTEGRATION,Denali Advanced Integration,Not Available,Not Available,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
4iG Nyrt,4iG Nyrt,Not Available,Hungary,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,54151 - Computer Systems Design and Related Services,Not Available
a2 Milk Company,The a2 Milk Company Limited,Not Available,Not Available,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,311511 - Fluid Milk Manufacturing,Not Available
AAON,AAON Inc.,AAON Inc.,USA,333 - Machinery Manufacturing,"3334 - Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","33341 - Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Not Available
ABB Information Systems Ltd,ABB Information Systems Ltd,ABB Ltd.,Switzerland,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,54151 - Computer Systems Design and Related Services,Not Available
Abellio,Abellio,Nederlandse Spoorwegen,Netherlands,485 - Transit and Ground Passenger Transportation,4851 - Urban Transit Systems,48511 - Urban Transit Systems,Not Available
Aberdeen Proving Ground,Aberdeen Proving Ground,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ABN AMRO Bank,ABN AMRO Bank N.V.,ABN AMRO Bank N.V.,Netherlands,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Accel,"Accel, Inc.",Not Available,Not Available,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,52391 - Miscellaneous Intermediation,Not Available
Access Business Group,Access Business Group LLC,Alticor Inc.,USA,"424 - Merchant Wholesalers, Nondurable Goods",4244 - Grocery and Related Product Wholesalers,42441 - General Line Grocery Merchant Wholesalers,Not Available
Accuristix Advancing Healthcare Logistics,Accuristix,NFI Industries,USA,493 - Warehousing and Storage,4931 - Warehousing and Storage,49311 - General Warehousing and Storage,Not Available
Acrotec Group,Acrotec Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Actelion Pharmaceuticals US,Actelion Pharmaceuticals US,Johnson & Johnson,USA,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Adamas Consultants DMCC,Adamas Consultants DMCC,Adamas Consultants DMCC,Not Available,Not Available,Not Available,Not Available,Not Available
ADMENTA Italia S.p.A.,ADMENTA Italia S.p.A.,McKesson Corporation,USA,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,44611 - Pharmacies and Drug Retailers,Not Available
AdvanSix,AdvanSix Inc.,AdvanSix Inc.,USA,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,325110 - Petrochemical Manufacturing,Not Available
Aegon,Aegon N.V.,Aegon N.V.,Netherlands,524 - Insurance Carriers and Related Activities,5241 - Insurance Carriers,52411 - Direct Life Insurance Carriers,Not Available
AerCap Holdings,AerCap Holdings N.V.,AerCap Holdings N.V.,Ireland,532 - Rental and Leasing Services,5324 - Commercial and Industrial Machinery and Equipment Rental and Leasing,532411 - Aircraft Rental and Leasing,Not Available
Aeropostale,"Aéropostale, Inc.",SPARC Group LLC,USA,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,448140 - Family Clothing Stores,Not Available
AFL,AFL,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AFL Hyperscale,AFL Hyperscale Ltd.,Fujikura Ltd.,Japan,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3359 - Other Electrical Equipment and Component Manufacturing,33592 - Communication and Energy Wire and Cable Manufacturing,Not Available
Agile Network,Agile Network LLC,Lightwell Inc.,USA,"541 - Professional, Scientific, and Technical Services","5416 - Management, Scientific, and Technical Consulting Services","541614 - Process, Physical Distribution, and Logistics Consulting Services",Not Available
Agiliti,"Agiliti, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AGRANA Algeria,AGRANA Beteiligungs-Aktiengesellschaft,AGRANA Beteiligungs-Aktiengesellschaft,Austria,311 - Food Manufacturing,3119 - Other Food Manufacturing,31193 - Flavoring Syrup and Concentrate Manufacturing,Not Available
AGRANA Belgium,AGRANA Belgium,AGRANA Beteiligungs-AG,Austria,311 - Food Manufacturing,3119 - Other Food Manufacturing,31194 - Seasoning and Dressing Manufacturing,Not Available
AGRANA Hungary,AGRANA Group,AGRANA Beteiligungs-AG,Austria,311 - Food Manufacturing,3112 - Grain and Oilseed Milling,31122 - Starch and Vegetable Fats and Oils Manufacturing,Not Available
AGRANA USA,AGRANA USA Corp.,AGRANA Beteiligungs-AG,Austria,311 - Food Manufacturing,3119 - Other Food Manufacturing,31199 - All Other Food Manufacturing,Not Available
AGRAVIS Raiffeisen AG,AGRAVIS Raiffeisen AG,Not Available,Not Available,111 - Crop Production,1119 - Other Crop Farming,11199 - All Other Crop Farming,Not Available
AHMSA,"Altos Hornos de México, S.A.B. de C.V.","Altos Hornos de México, S.A.B. de C.V.",Mexico,331 - Primary Metal Manufacturing,3311 - Iron and Steel Mills and Ferroalloy Manufacturing,33111 - Iron and Steel Mills and Ferroalloy Manufacturing,Not Available
Air bp Limited,Air bp Limited,BP p.l.c.,United Kingdom,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
Air BP Sweden AB,Air BP Sweden AB,BP p.l.c.,United Kingdom,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
Aisan Industry,"Aisan Industry Co., Ltd.","Aisan Industry Co., Ltd.",Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Aisin Takaoka,"Aisin Takaoka Co., Ltd.","Aisin Seiki Co., Ltd.",Japan,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
